caseid,time,activity
1,208,arrival
1,208,join_queue_1
1,208,begin_service
2,238,arrival
2,238,join_queue_1
2,238,begin_service
3,258,arrival
3,258,join_queue_1
3,258,begin_service
4,283,arrival
4,283,join_queue_1
4,283,begin_service
5,364,arrival
5,364,join_queue_1
5,364,join_queue_2 - service request escalated
5,364,begin_service
5,364,begin_escalated_service
6,488,arrival
6,488,join_queue_1
6,488,begin_service
4,501,end_service
2,509,end_service
1,511,end_service
7,529,arrival
7,529,join_queue_1
7,529,begin_service
8,584,arrival
8,584,join_queue_1
8,584,begin_service
9,629,arrival
9,629,join_queue_1
9,629,begin_service
3,670,end_service
5,671,end_service
10,676,arrival
10,676,join_queue_1
10,676,begin_service
6,682,end_service
7,776,end_service
8,827,end_service
11,906,arrival
11,906,join_queue_1
11,906,begin_service
9,941,end_service
10,972,end_service
12,1002,arrival
12,1002,join_queue_1
12,1002,begin_service
13,1113,arrival
13,1113,join_queue_1
13,1113,begin_service
11,1130,end_service
12,1236,end_service
13,1258,end_service
14,1354,arrival
14,1354,join_queue_1
14,1354,begin_service
15,1447,arrival
15,1447,join_queue_1
15,1447,begin_service
14,1529,end_service
16,1552,arrival
16,1552,join_queue_1
16,1552,begin_service
5,1674,end_escalated_service
17,1688,arrival
17,1688,join_queue_1
17,1688,begin_service
15,1735,end_service
18,1871,arrival
18,1871,join_queue_1
18,1871,begin_service
16,1903,end_service
17,1994,end_service
19,2020,arrival
19,2020,join_queue_1
19,2020,begin_service
20,2022,arrival
20,2022,join_queue_1
20,2022,begin_service
21,2143,arrival
21,2143,join_queue_1
21,2143,begin_service
18,2170,end_service
22,2177,arrival
22,2177,join_queue_1
22,2177,begin_service
23,2197,arrival
23,2197,join_queue_1
23,2197,begin_service
19,2276,end_service
24,2301,arrival
24,2301,join_queue_1
24,2301,begin_service
25,2383,arrival
25,2383,join_queue_1
25,2383,begin_service
20,2394,end_service
22,2462,end_service
21,2484,end_service
26,2516,arrival
26,2516,join_queue_1
26,2516,begin_service
23,2542,end_service
27,2587,arrival
27,2587,join_queue_1
27,2587,join_queue_2 - service request escalated
27,2587,begin_service
27,2587,begin_escalated_service
28,2592,arrival
28,2592,join_queue_1
28,2592,begin_service
24,2602,end_service
29,2620,arrival
29,2620,join_queue_1
29,2620,begin_service
30,2740,arrival
30,2740,join_queue_1
30,2740,begin_service
25,2762,end_service
31,2785,arrival
31,2785,join_queue_1
31,2785,begin_service
32,2790,arrival
32,2790,join_queue_1
33,2813,arrival
33,2813,join_queue_1
26,2820,end_service
32,2820,begin_service
34,2852,arrival
34,2852,join_queue_1
35,2868,arrival
35,2868,join_queue_1
35,2868,join_queue_2 - service request escalated
35,2868,begin_escalated_service
27,2869,end_service
33,2869,begin_service
29,2878,end_service
34,2878,begin_service
36,2920,arrival
36,2920,join_queue_1
37,2966,arrival
37,2966,join_queue_1
28,2970,end_service
35,2970,begin_service
30,2994,end_service
36,2994,begin_service
38,3020,arrival
38,3020,join_queue_1
39,3030,arrival
39,3030,join_queue_1
34,3076,end_service
37,3076,begin_service
40,3104,arrival
40,3104,join_queue_1
33,3142,end_service
38,3142,begin_service
41,3179,arrival
41,3179,join_queue_1
31,3190,end_service
39,3190,begin_service
32,3248,end_service
40,3248,begin_service
42,3252,arrival
42,3252,join_queue_1
36,3295,end_service
41,3295,begin_service
35,3340,end_service
42,3340,begin_service
37,3375,end_service
39,3408,end_service
38,3421,end_service
43,3472,arrival
43,3472,join_queue_1
43,3472,begin_service
44,3518,arrival
44,3518,join_queue_1
44,3518,begin_service
45,3548,arrival
45,3548,join_queue_1
45,3548,begin_service
46,3577,arrival
46,3577,join_queue_1
47,3577,arrival
47,3577,join_queue_1
41,3598,end_service
46,3598,begin_service
42,3614,end_service
47,3614,begin_service
40,3628,end_service
48,3761,arrival
48,3761,join_queue_1
48,3761,begin_service
44,3816,end_service
45,3819,end_service
49,3827,arrival
49,3827,join_queue_1
49,3827,begin_service
43,3870,end_service
46,3883,end_service
47,3914,end_service
27,3933,end_escalated_service
50,3972,arrival
50,3972,join_queue_1
50,3972,begin_service
51,4032,arrival
51,4032,join_queue_1
51,4032,begin_service
35,4051,end_escalated_service
48,4066,end_service
49,4076,end_service
50,4207,end_service
52,4327,arrival
52,4327,join_queue_1
52,4327,join_queue_2 - service request escalated
52,4327,begin_service
52,4327,begin_escalated_service
51,4336,end_service
53,4590,arrival
53,4590,join_queue_1
53,4590,join_queue_2 - service request escalated
53,4590,begin_service
53,4590,begin_escalated_service
54,4644,arrival
54,4644,join_queue_1
54,4644,begin_service
55,4664,arrival
55,4664,join_queue_1
55,4664,begin_service
56,4665,arrival
56,4665,join_queue_1
56,4665,begin_service
52,4729,end_service
57,4729,arrival
57,4729,join_queue_1
57,4729,begin_service
58,4798,arrival
58,4798,join_queue_1
58,4798,begin_service
53,4877,end_service
59,4917,arrival
59,4917,join_queue_1
59,4917,begin_service
57,4952,end_service
60,4993,arrival
60,4993,join_queue_1
60,4993,begin_service
54,5001,end_service
55,5007,end_service
56,5064,end_service
61,5090,arrival
61,5090,join_queue_1
61,5090,begin_service
62,5181,arrival
62,5181,join_queue_1
62,5181,begin_service
59,5247,end_service
63,5284,arrival
63,5284,join_queue_1
63,5284,begin_service
58,5295,end_service
61,5348,end_service
60,5350,end_service
64,5359,arrival
64,5359,join_queue_1
64,5359,begin_service
65,5409,arrival
65,5409,join_queue_1
65,5409,join_queue_2 - service request escalated
65,5409,begin_service
66,5429,arrival
66,5429,join_queue_1
66,5429,begin_service
62,5514,end_service
67,5532,arrival
67,5532,join_queue_1
67,5532,begin_service
68,5624,arrival
68,5624,join_queue_1
68,5624,begin_service
63,5642,end_service
69,5665,arrival
69,5665,join_queue_1
69,5665,begin_service
65,5697,end_service
64,5705,end_service
66,5733,end_service
67,5758,end_service
70,5760,arrival
70,5760,join_queue_1
70,5760,join_queue_2 - service request escalated
70,5760,begin_service
53,5829,end_escalated_service
65,5829,begin_escalated_service
68,5874,end_service
70,6018,end_service
71,6082,arrival
71,6082,join_queue_1
71,6082,begin_service
69,6129,end_service
52,6400,end_escalated_service
70,6400,begin_escalated_service
71,6408,end_service
65,6585,end_escalated_service
72,6599,arrival
72,6599,join_queue_1
72,6599,join_queue_2 - service request escalated
72,6599,begin_service
72,6599,begin_escalated_service
73,6695,arrival
73,6695,join_queue_1
73,6695,begin_service
74,6815,arrival
74,6815,join_queue_1
74,6815,begin_service
72,6857,end_service
70,6859,end_escalated_service
73,6948,end_service
75,7020,arrival
75,7020,join_queue_1
75,7020,begin_service
74,7053,end_service
76,7083,arrival
76,7083,join_queue_1
76,7083,begin_service
77,7100,arrival
77,7100,join_queue_1
77,7100,begin_service
78,7102,arrival
78,7102,join_queue_1
78,7102,begin_service
79,7161,arrival
79,7161,join_queue_1
79,7161,begin_service
75,7279,end_service
76,7306,end_service
80,7325,arrival
80,7325,join_queue_1
80,7325,begin_service
77,7345,end_service
81,7350,arrival
81,7350,join_queue_1
81,7350,begin_service
78,7352,end_service
82,7357,arrival
82,7357,join_queue_1
82,7357,begin_service
79,7533,end_service
82,7533,end_service
80,7577,end_service
81,7612,end_service
83,7694,arrival
83,7694,join_queue_1
83,7694,begin_service
84,7885,arrival
84,7885,join_queue_1
84,7885,begin_service
83,7937,end_service
85,8054,arrival
85,8054,join_queue_1
85,8054,begin_service
84,8219,end_service
86,8269,arrival
86,8269,join_queue_1
86,8269,begin_service
87,8270,arrival
87,8270,join_queue_1
87,8270,begin_service
85,8388,end_service
72,8490,end_escalated_service
86,8594,end_service
87,8605,end_service
88,8683,arrival
