caseid,time,activity
1,208,arrival
1,208,join_queue_1
1,208,begin_service
2,238,arrival
2,238,join_queue_1
2,238,begin_service
3,258,arrival
3,258,join_queue_1
3,258,begin_service
4,283,arrival
4,283,join_queue_1
4,283,begin_service
5,364,arrival
5,364,join_queue_1
5,364,begin_service
6,488,arrival
6,488,join_queue_1
6,488,join_queue_2 - service request escalated
6,488,begin_service
6,488,begin_escalated_service
7,529,arrival
7,529,join_queue_1
7,529,begin_service
8,584,arrival
8,584,join_queue_1
8,584,begin_service
9,629,arrival
9,629,join_queue_1
9,629,begin_service
10,676,arrival
10,676,join_queue_1
10,676,begin_service
4,801,end_service
2,809,end_service
1,811,end_service
11,906,arrival
11,906,join_queue_1
11,906,begin_service
6,929,end_escalated_service
3,970,end_service
5,971,end_service
12,1002,arrival
12,1002,join_queue_1
12,1002,join_queue_2 - service request escalated
12,1002,begin_service
12,1002,begin_escalated_service
12,1002,end_escalated_service
7,1076,end_service
6,1099,end_service
13,1113,arrival
13,1113,join_queue_1
13,1113,begin_service
8,1127,end_service
9,1241,end_service
10,1272,end_service
14,1354,arrival
14,1354,join_queue_1
14,1354,begin_service
15,1403,arrival
15,1403,join_queue_1
15,1403,begin_service
11,1430,end_service
16,1508,arrival
16,1508,join_queue_1
16,1508,begin_service
12,1536,end_service
13,1641,end_service
17,1801,arrival
17,1801,join_queue_1
17,1801,begin_service
18,1984,arrival
18,1984,join_queue_1
18,1984,begin_service
15,2032,end_service
14,2130,end_service
16,2224,end_service
19,2349,arrival
19,2349,join_queue_1
19,2349,begin_service
17,2370,end_service
20,2379,arrival
20,2379,join_queue_1
20,2379,begin_service
21,2500,arrival
21,2500,join_queue_1
21,2500,begin_service
18,2600,end_service
22,2627,arrival
22,2627,join_queue_1
22,2627,begin_service
23,2647,arrival
23,2647,join_queue_1
23,2647,join_queue_2 - service request escalated
23,2647,begin_service
23,2647,begin_escalated_service
19,2928,end_service
24,2929,arrival
24,2929,join_queue_1
24,2929,begin_service
20,2978,end_service
25,3011,arrival
25,3011,join_queue_1
25,3011,join_queue_2 - service request escalated
25,3011,begin_service
23,3038,end_escalated_service
25,3038,begin_escalated_service
21,3054,end_service
26,3144,arrival
26,3144,join_queue_1
26,3144,begin_service
22,3276,end_service
23,3313,end_service
27,3329,arrival
27,3329,join_queue_1
27,3329,begin_service
24,3530,end_service
25,3690,end_service
26,3740,end_service
28,3783,arrival
28,3783,join_queue_1
28,3783,begin_service
27,3904,end_service
29,4037,arrival
29,4037,join_queue_1
29,4037,begin_service
25,4163,end_escalated_service
30,4341,arrival
30,4341,join_queue_1
30,4341,join_queue_2 - service request escalated
30,4341,begin_service
30,4341,begin_escalated_service
31,4369,arrival
31,4369,join_queue_1
31,4369,begin_service
28,4389,end_service
32,4402,arrival
32,4402,join_queue_1
32,4402,begin_service
33,4447,arrival
33,4447,join_queue_1
33,4447,begin_service
34,4542,arrival
34,4542,join_queue_1
34,4542,begin_service
35,4565,arrival
35,4565,join_queue_1
35,4565,join_queue_2 - service request escalated
35,4565,begin_service
36,4617,arrival
36,4617,join_queue_1
36,4617,join_queue_2 - service request escalated
36,4617,begin_service
37,4620,arrival
37,4620,join_queue_1
37,4620,begin_service
29,4652,end_service
38,4673,arrival
38,4673,join_queue_1
38,4673,begin_service
39,4719,arrival
39,4719,join_queue_1
39,4719,begin_service
31,5004,end_service
32,5006,end_service
40,5009,arrival
40,5009,join_queue_1
40,5009,begin_service
33,5014,end_service
30,5019,end_service
41,5019,arrival
41,5019,join_queue_1
41,5019,begin_service
42,5046,arrival
42,5046,join_queue_1
42,5046,begin_service
30,5097,end_escalated_service
35,5097,begin_escalated_service
35,5097,end_escalated_service
36,5097,begin_escalated_service
34,5103,end_service
43,5112,arrival
43,5112,join_queue_1
43,5112,begin_service
35,5142,end_service
37,5176,end_service
38,5200,end_service
44,5272,arrival
44,5272,join_queue_1
44,5272,begin_service
39,5283,end_service
45,5341,arrival
45,5341,join_queue_1
45,5341,begin_service
46,5345,arrival
46,5345,join_queue_1
46,5345,begin_service
36,5362,end_service
47,5420,arrival
47,5420,join_queue_1
47,5420,begin_service
48,5421,arrival
48,5421,join_queue_1
48,5421,join_queue_2 - service request escalated
48,5421,begin_service
41,5482,end_service
49,5487,arrival
49,5487,join_queue_1
49,5487,begin_service
40,5491,end_service
50,5632,arrival
50,5632,join_queue_1
50,5632,begin_service
51,5692,arrival
51,5692,join_queue_1
51,5692,join_queue_2 - service request escalated
51,5692,begin_service
42,5702,end_service
43,5733,end_service
44,5808,end_service
45,5900,end_service
46,5945,end_service
52,5987,arrival
52,5987,join_queue_1
52,5987,begin_service
48,6026,end_service
49,6036,end_service
47,6110,end_service
50,6167,end_service
53,6250,arrival
53,6250,join_queue_1
53,6250,begin_service
51,6296,end_service
54,6304,arrival
54,6304,join_queue_1
54,6304,begin_service
55,6425,arrival
55,6425,join_queue_1
55,6425,begin_service
56,6426,arrival
56,6426,join_queue_1
56,6426,begin_service
57,6490,arrival
57,6490,join_queue_1
57,6490,begin_service
58,6559,arrival
58,6559,join_queue_1
58,6559,join_queue_2 - service request escalated
58,6559,begin_service
59,6678,arrival
59,6678,join_queue_1
59,6678,join_queue_2 - service request escalated
48,6678,renege_queue_2
59,6678,begin_service
52,6689,end_service
60,6754,arrival
60,6754,join_queue_1
60,6754,join_queue_2 - service request escalated
51,6754,renege_queue_2
60,6754,begin_service
36,6826,end_escalated_service
58,6826,begin_escalated_service
61,6851,arrival
61,6851,join_queue_1
61,6851,begin_service
53,6937,end_service
62,6942,arrival
62,6942,join_queue_1
62,6942,begin_service
54,6961,end_service
57,7013,end_service
55,7068,end_service
63,7079,arrival
63,7079,join_queue_1
63,7079,begin_service
56,7125,end_service
64,7154,arrival
64,7154,join_queue_1
64,7154,begin_service
59,7308,end_service
58,7356,end_service
60,7411,end_service
65,7446,arrival
65,7446,join_queue_1
65,7446,begin_service
66,7466,arrival
66,7466,join_queue_1
66,7466,join_queue_2 - service request escalated
66,7466,begin_service
61,7526,end_service
67,7554,arrival
67,7554,join_queue_1
67,7554,join_queue_2 - service request escalated
59,7554,renege_queue_2
67,7554,begin_service
62,7560,end_service
63,7612,end_service
68,7646,arrival
68,7646,join_queue_1
68,7646,join_queue_2 - service request escalated
60,7646,renege_queue_2
68,7646,begin_service
64,7659,end_service
69,7725,arrival
69,7725,join_queue_1
69,7725,begin_service
70,7820,arrival
70,7820,join_queue_1
70,7820,begin_service
58,7906,end_escalated_service
66,7906,begin_escalated_service
71,7916,arrival
71,7916,join_queue_1
71,7916,begin_service
65,7976,end_service
72,8036,arrival
72,8036,join_queue_1
72,8036,join_queue_2 - service request escalated
72,8036,begin_service
73,8069,arrival
73,8069,join_queue_1
73,8069,begin_service
66,8082,end_service
74,8132,arrival
74,8132,join_queue_1
74,8132,begin_service
68,8141,end_service
75,8163,arrival
75,8163,join_queue_1
75,8163,begin_service
76,8165,arrival
76,8165,join_queue_1
76,8165,begin_service
67,8186,end_service
77,8203,arrival
77,8203,join_queue_1
77,8203,begin_service
70,8346,end_service
69,8351,end_service
78,8367,arrival
78,8367,join_queue_1
78,8367,begin_service
79,8388,arrival
79,8388,join_queue_1
79,8388,begin_service
80,8553,arrival
80,8553,join_queue_1
80,8553,begin_service
81,8578,arrival
81,8578,join_queue_1
71,8585,end_service
81,8585,begin_service
73,8635,end_service
82,8651,arrival
82,8651,join_queue_1
82,8651,begin_service
74,8676,end_service
72,8690,end_service
77,8718,end_service
76,8728,end_service
75,8742,end_service
78,8948,end_service
66,8986,end_escalated_service
