caseid,time,activity
1,208,arrival
1,208,join_queue
1,208,begin_service
2,238,arrival
2,238,join_queue
2,238,service request escalated
2,238,begin_service
2,238,begin_escalated_service
3,242,arrival
3,242,join_queue
3,242,begin_service
4,337,arrival
4,337,join_queue
5,357,arrival
5,357,join_queue
1,369,end_service
4,369,begin_service
6,382,arrival
6,382,join_queue
6,382,service request escalated
6,382,begin_escalated_service
7,448,arrival
7,448,join_queue
8,560,arrival
8,560,join_queue
2,612,end_service
5,612,begin_service
9,641,arrival
9,641,join_queue
10,765,arrival
10,765,join_queue
10,765,service request escalated
5,1009,end_service
6,1009,begin_service
2,1030,end_escalated_service
10,1030,begin_escalated_service
3,1055,end_service
7,1055,begin_service
11,1058,arrival
11,1058,join_queue
12,1235,arrival
12,1235,join_queue
12,1235,service request escalated
13,1276,arrival
13,1276,join_queue
13,1276,service request escalated
7,1307,end_service
8,1307,begin_service
14,1340,arrival
14,1340,join_queue
15,1388,arrival
15,1388,join_queue
16,1443,arrival
16,1443,join_queue
17,1488,arrival
17,1488,join_queue
18,1592,arrival
18,1592,join_queue
19,1606,arrival
19,1606,join_queue
9,1606,renege
20,1653,arrival
20,1653,join_queue
10,1653,renege
4,1857,end_service
11,1857,begin_service
21,1883,arrival
21,1883,join_queue
22,1905,arrival
22,1905,join_queue
12,1905,renege
8,1944,end_service
13,1944,begin_service
23,1984,arrival
23,1984,join_queue
24,2080,arrival
24,2080,join_queue
14,2080,renege
25,2191,arrival
25,2191,join_queue
15,2191,renege
26,2260,arrival
26,2260,join_queue
16,2260,renege
11,2296,end_service
17,2296,begin_service
27,2337,arrival
27,2337,join_queue
6,2367,end_escalated_service
12,2367,begin_escalated_service
13,2427,end_service
18,2427,begin_service
6,2474,end_service
19,2474,begin_service
28,2578,arrival
28,2578,join_queue
29,2671,arrival
29,2671,join_queue
30,2751,arrival
30,2751,join_queue
20,2751,renege
31,2800,arrival
31,2800,join_queue
21,2800,renege
32,2905,arrival
32,2905,join_queue
22,2905,renege
19,3019,end_service
23,3019,begin_service
33,3041,arrival
33,3041,join_queue
17,3073,end_service
24,3073,begin_service
34,3135,arrival
34,3135,join_queue
23,3191,end_service
25,3191,begin_service
18,3288,end_service
26,3288,begin_service
35,3428,arrival
35,3428,join_queue
12,3481,end_escalated_service
13,3481,begin_escalated_service
25,3488,end_service
27,3488,begin_service
10,3546,end_escalated_service
36,3611,arrival
36,3611,join_queue
26,3667,end_service
28,3667,begin_service
27,3737,end_service
29,3737,begin_service
37,3760,arrival
37,3760,join_queue
38,3772,arrival
38,3772,join_queue
24,4111,end_service
30,4111,begin_service
39,4137,arrival
39,4137,join_queue
28,4142,end_service
31,4142,begin_service
40,4167,arrival
40,4167,join_queue
41,4175,arrival
41,4175,join_queue
42,4183,arrival
42,4183,join_queue
32,4183,renege
29,4196,end_service
33,4196,begin_service
43,4263,arrival
43,4263,join_queue
44,4265,arrival
44,4265,join_queue
34,4265,renege
13,4323,end_escalated_service
33,4374,end_service
35,4374,begin_service
45,4386,arrival
45,4386,join_queue
46,4513,arrival
46,4513,join_queue
36,4513,renege
30,4559,end_service
37,4559,begin_service
31,4578,end_service
38,4578,begin_service
35,4686,end_service
39,4686,begin_service
47,4688,arrival
47,4688,join_queue
48,4722,arrival
48,4722,join_queue
49,4742,arrival
49,4742,join_queue
39,4862,end_service
40,4862,begin_service
38,4951,end_service
41,4951,begin_service
50,5024,arrival
50,5024,join_queue
51,5079,arrival
51,5079,join_queue
52,5183,arrival
52,5183,join_queue
42,5183,renege
41,5228,end_service
43,5228,begin_service
53,5265,arrival
53,5265,join_queue
37,5289,end_service
44,5289,begin_service
54,5474,arrival
54,5474,join_queue
55,5558,arrival
55,5558,join_queue
45,5558,renege
56,5691,arrival
56,5691,join_queue
46,5691,renege
57,5762,arrival
57,5762,join_queue
47,5762,renege
40,5763,end_service
48,5763,begin_service
58,5768,arrival
58,5768,join_queue
59,5953,arrival
59,5953,join_queue
49,5953,renege
44,6313,end_service
50,6313,begin_service
43,6354,end_service
51,6354,begin_service
60,6407,arrival
60,6407,join_queue
61,6424,arrival
61,6424,join_queue
62,6427,arrival
