caseid,time,activity
1,208,arrival
1,208,join_queue_1
1,208,begin_service
2,238,arrival
2,238,join_queue_1
2,238,begin_service
3,258,arrival
3,258,join_queue_1
3,258,join_queue_2 - service request escalated
3,258,begin_service
3,258,begin_escalated_service
4,283,arrival
4,283,join_queue_1
4,283,join_queue_2 - service request escalated
5,364,arrival
5,364,join_queue_1
6,488,arrival
6,488,join_queue_1
2,509,end_service
4,509,begin_service
1,511,end_service
5,511,begin_service
3,635,end_escalated_service
4,635,begin_escalated_service
3,670,end_service
6,670,begin_service
4,764,end_service
4,776,end_escalated_service
7,781,arrival
7,781,join_queue_1
7,781,join_queue_2 - service request escalated
7,781,begin_service
7,781,begin_escalated_service
8,836,arrival
8,836,join_queue_1
9,850,arrival
9,850,join_queue_1
5,869,end_service
8,869,begin_service
10,897,arrival
10,897,join_queue_1
6,917,end_service
9,917,begin_service
7,937,end_escalated_service
11,976,arrival
11,976,join_queue_1
12,1072,arrival
12,1072,join_queue_1
7,1126,end_service
10,1126,begin_service
8,1155,end_service
11,1155,begin_service
13,1183,arrival
13,1183,join_queue_1
9,1232,end_service
12,1232,begin_service
11,1300,end_service
13,1300,begin_service
10,1360,end_service
14,1424,arrival
14,1424,join_queue_1
14,1424,begin_service
12,1460,end_service
15,1473,arrival
15,1473,join_queue_1
15,1473,begin_service
16,1567,arrival
16,1567,join_queue_1
13,1776,end_service
16,1776,begin_service
15,1821,end_service
14,1829,end_service
17,1860,arrival
17,1860,join_queue_1
17,1860,join_queue_2 - service request escalated
17,1860,begin_service
17,1860,begin_escalated_service
18,1872,arrival
18,1872,join_queue_1
18,1872,begin_service
19,1993,arrival
19,1993,join_queue_1
16,2118,end_service
19,2118,begin_service
20,2120,arrival
20,2120,join_queue_1
21,2140,arrival
21,2140,join_queue_1
18,2171,end_service
20,2171,begin_service
17,2217,end_service
21,2217,begin_service
19,2372,end_service
22,2422,arrival
22,2422,join_queue_1
22,2422,join_queue_2 - service request escalated
22,2422,begin_service
23,2504,arrival
23,2504,join_queue_1
20,2520,end_service
23,2520,begin_service
21,2583,end_service
22,2611,end_service
24,2713,arrival
24,2713,join_queue_1
24,2713,begin_service
25,2784,arrival
25,2784,join_queue_1
25,2784,begin_service
26,2790,arrival
26,2790,join_queue_1
17,2851,end_escalated_service
22,2851,begin_escalated_service
23,2944,end_service
26,2944,begin_service
24,3015,end_service
27,3044,arrival
27,3044,join_queue_1
27,3044,begin_service
25,3059,end_service
26,3159,end_service
28,3164,arrival
28,3164,join_queue_1
28,3164,begin_service
29,3193,arrival
29,3193,join_queue_1
29,3193,join_queue_2 - service request escalated
29,3193,begin_service
30,3198,arrival
30,3198,join_queue_1
31,3296,arrival
31,3296,join_queue_1
27,3361,end_service
30,3361,begin_service
32,3391,arrival
32,3391,join_queue_1
33,3407,arrival
33,3407,join_queue_1
28,3417,end_service
31,3417,begin_service
29,3428,end_service
32,3428,begin_service
34,3459,arrival
34,3459,join_queue_1
35,3568,arrival
35,3568,join_queue_1
36,3621,arrival
36,3621,join_queue_1
30,3627,end_service
33,3627,begin_service
37,3667,arrival
37,3667,join_queue_1
31,3668,end_service
34,3668,begin_service
38,3721,arrival
38,3721,join_queue_1
38,3721,join_queue_2 - service request escalated
32,3726,end_service
35,3726,begin_service
39,3731,arrival
39,3731,join_queue_1
39,3731,join_queue_2 - service request escalated
40,3805,arrival
40,3805,join_queue_1
41,3880,arrival
41,3880,join_queue_1
33,3900,end_service
36,3900,begin_service
42,3907,arrival
42,3907,join_queue_1
42,3907,join_queue_2 - service request escalated
29,3907,renege_queue_2
34,3969,end_service
37,3969,begin_service
43,3993,arrival
43,3993,join_queue_1
35,4025,end_service
38,4025,begin_service
22,4113,end_escalated_service
38,4113,begin_escalated_service
36,4121,end_service
39,4121,begin_service
37,4131,end_service
40,4131,begin_service
44,4198,arrival
44,4198,join_queue_1
45,4228,arrival
45,4228,join_queue_1
46,4232,arrival
46,4232,join_queue_1
47,4307,arrival
47,4307,join_queue_1
47,4307,join_queue_2 - service request escalated
39,4310,end_service
41,4310,begin_service
48,4336,arrival
48,4336,join_queue_1
38,4355,end_service
42,4355,begin_service
40,4393,end_service
43,4393,begin_service
49,4402,arrival
49,4402,join_queue_1
50,4547,arrival
50,4547,join_queue_1
41,4595,end_service
44,4595,begin_service
51,4607,arrival
51,4607,join_queue_1
51,4607,join_queue_2 - service request escalated
39,4607,renege_queue_2
42,4655,end_service
45,4655,begin_service
52,4696,arrival
52,4696,join_queue_1
43,4698,end_service
46,4698,begin_service
53,4809,arrival
53,4809,join_queue_1
44,4844,end_service
47,4844,begin_service
54,4863,arrival
54,4863,join_queue_1
55,4883,arrival
55,4883,join_queue_1
56,4900,arrival
56,4900,join_queue_1
45,4968,end_service
48,4968,begin_service
46,5053,end_service
49,5053,begin_service
47,5131,end_service
50,5131,begin_service
57,5153,arrival
57,5153,join_queue_1
58,5154,arrival
58,5154,join_queue_1
58,5154,join_queue_2 - service request escalated
42,5154,renege_queue_2
59,5218,arrival
59,5218,join_queue_1
60,5221,arrival
60,5221,join_queue_1
61,5254,arrival
61,5254,join_queue_1
51,5254,renege_queue_1
48,5272,end_service
52,5272,begin_service
62,5315,arrival
62,5315,join_queue_1
49,5410,end_service
53,5410,begin_service
63,5434,arrival
63,5434,join_queue_1
50,5474,end_service
54,5474,begin_service
52,5515,end_service
55,5515,begin_service
64,5518,arrival
64,5518,join_queue_1
65,5615,arrival
65,5615,join_queue_1
54,5642,end_service
56,5642,begin_service
66,5656,arrival
66,5656,join_queue_1
38,5742,end_escalated_service
47,5742,begin_escalated_service
67,5759,arrival
67,5759,join_queue_1
67,5759,join_queue_2 - service request escalated
57,5759,renege_queue_1
53,5830,end_service
58,5830,begin_service
55,5947,end_service
59,5947,begin_service
56,5952,end_service
60,5952,begin_service
68,5966,arrival
68,5966,join_queue_1
58,6107,end_service
61,6107,begin_service
60,6185,end_service
62,6185,begin_service
69,6258,arrival
69,6258,join_queue_1
70,6279,arrival
70,6279,join_queue_1
61,6312,end_service
63,6312,begin_service
59,6364,end_service
64,6364,begin_service
71,6367,arrival
71,6367,join_queue_1
72,6466,arrival
72,6466,join_queue_1
62,6500,end_service
65,6500,begin_service
63,6544,end_service
66,6544,begin_service
73,6545,arrival
73,6545,join_queue_1
64,6554,end_service
67,6554,begin_service
74,6574,arrival
74,6574,join_queue_1
75,6606,arrival
75,6606,join_queue_1
65,6818,end_service
68,6818,begin_service
67,6859,end_service
69,6859,begin_service
66,6889,end_service
70,6889,begin_service
69,7085,end_service
71,7085,begin_service
76,7123,arrival
76,7123,join_queue_1
68,7144,end_service
72,7144,begin_service
77,7172,arrival
77,7172,join_queue_1
78,7215,arrival
78,7215,join_queue_1
70,7280,end_service
73,7280,begin_service
72,7366,end_service
74,7366,begin_service
71,7402,end_service
75,7402,begin_service
79,7420,arrival
79,7420,join_queue_1
74,7581,end_service
76,7581,begin_service
73,7619,end_service
77,7619,begin_service
75,7674,end_service
78,7674,begin_service
80,7742,arrival
80,7742,join_queue_1
81,7801,arrival
81,7801,join_queue_1
47,7834,end_escalated_service
51,7834,begin_escalated_service
76,7840,end_service
79,7840,begin_service
77,7842,end_service
80,7842,begin_service
78,7919,end_service
81,7919,begin_service
82,7965,arrival
82,7965,join_queue_1
80,8094,end_service
82,8094,begin_service
81,8181,end_service
79,8212,end_service
82,8270,end_service
83,8302,arrival
83,8302,join_queue_1
83,8302,begin_service
84,8493,arrival
84,8493,join_queue_1
84,8493,begin_service
51,8536,end_escalated_service
58,8536,begin_escalated_service
83,8545,end_service
